MSSIM;SSIM;VIF;VSNR;VIFP;NQM;UQI;PSNR-HVS;XYZ;IFC;PSNR-HVS-M;PSNRY;PSNR;MSE;SNR;WSNR;LINLAB;DCTUNE;MOS;MOS-STD;
0.8213;0.7643;0.3195; 15.1533 ;0.3117; 16.6317 ;0.5123; 18.70460 ;-8.55030 ; 4.59010 ; 19.90300 ; 22.34560 ; 21.04590 ;-511.08174 ; 16.43060 ; 25.65200 ;-1.196.90000 ;-40.49720 ; 4.16220 ; 0.5395 ;
0.9852;0.982;0.7933; 35.3231 ;0.6240; 36.1990 ;0.8295; 32.04950 ;-1.49010 ; 9.73720 ; 36.60440 ; 32.13770 ; 30.66270 ;-55.82264 ; 26.24090 ; 46.22510 ;-333.00000 ;-9.35470 ; 5.18920 ; 0.6727 ;
0.9379;0.904;0.5178; 20.9588 ;0.4158; 26.9584 ;0.7344; 25.36700 ;-4.18590 ; 4.97190 ; 27.69850 ; 28.79320 ; 27.33770 ;-120.03568 ; 22.88510 ; 33.12780 ;-706.50000 ;-19.68750 ; 4.44440 ; 0.5761 ;
0.8227;0.7486;0.2857; 18.1644 ;0.2387; 17.8974 ;0.5633; 21.69490 ;-6.09120 ; 2.35450 ; 23.32530 ; 25.38270 ; 23.97360 ;-260.44760 ; 19.46990 ; 27.08560 ;-1.048.80000 ;-30.55730 ; 3.44440 ; 0.4465 ;
0.8022;0.6932;0.2452; 14.3803 ;0.2138; 22.0345 ;0.4922; 18.76840 ;-9.37760 ; 2.06200 ; 20.35980 ; 22.30250 ; 20.88240 ;-530.68934 ; 16.38740 ; 27.49160 ;-1.477.40000 ;-44.05800 ; 2.63890 ; 0.3421 ;
0.9853;0.9797;0.801; 24.9659 ;0.8516; 26.2322 ;0.9656; 27.43680 ;-2.76040 ; 57.17320 ; 29.36330 ; 30.24180 ; 28.98210 ;-82.19972 ; 24.32590 ; 34.65010 ;-571.10000 ;-18.82810 ; 6.37840 ; 0.8268 ;
0.9539;0.9383;0.6502; 19.9933 ;0.7386; 19.1432 ;0.9211; 23.16320 ;-4.87410 ; 43.92170 ; 24.44400 ; 27.00570 ; 25.79740 ;-171.13560 ; 21.08880 ; 28.12260 ;-958.20000 ;-30.93820 ; 5.13510 ; 0.6657 ;
0.9218;0.9026;0.563; 17.9993 ;0.6652; 15.5913 ;0.8814; 21.37850 ;-6.01520 ; 34.32510 ; 22.42010 ; 25.59220 ; 24.40840 ;-235.63530 ; 19.67650 ; 25.19520 ;-1.221.80000 ;-47.21870 ; 4.50000 ; 0.5833 ;
0.874;0.8565;0.4878; 15.9424 ;0.5930; 12.1985 ;0.8316; 19.46560 ;-7.43570 ; 28.61530 ; 20.26050 ; 23.98200 ; 22.83900 ;-338.20526 ; 18.06560 ; 22.11730 ;-1.587.40000 ;-66.97880 ; 4.25000 ; 0.5509 ;
0.8934;0.9113;0.7748; 15.7617 ;0.8067; 10.5185 ;0.9053; 20.29340 ;-8.96380 ; 58.78490 ; 20.71830 ; 24.98610 ; 23.68520 ;-278.33022 ; 19.07570 ; 20.52130 ;-2.225.00000 ;-104.03890 ; 2.55560 ; 0.3313 ;
0.9371;0.9515;0.8816; 17.5965 ;0.9008; 11.4018 ;0.9495; 21.44430 ;-8.93380 ; 68.69380 ; 21.78950 ; 26.07620 ; 24.62900 ;-223.96511 ; 20.15980 ; 21.28300 ;-2.245.00000 ;-91.48610 ; 3.25000 ; 0.4213 ;
0.959;0.9734;0.9448; 21.2957 ;0.9529; 11.7789 ;0.974; 22.30180 ;-10.56110 ; 74.83360 ; 22.55320 ; 26.78200 ; 24.99910 ;-205.66972 ; 20.89100 ; 21.73390 ;-2.279.00000 ;-67.90560 ; 4.02780 ; 0.5221 ;
0.9776;0.9849;0.968; 23.9244 ;0.9743; 11.6185 ;0.9856; 22.95190 ;-10.30770 ; 77.40570 ; 23.14000 ; 27.29640 ; 25.29070 ;-192.31376 ; 21.36440 ; 21.98230 ;-1.925.80000 ;-78.56950 ; 4.43240 ; 0.5746 ;
0.999;0.9956;0.9867; 33.4502 ;0.9833; 26.8422 ;0.9762; 25.70530 ;-3.94400 ; 67.50560 ; 25.72800 ; 29.82720 ; 28.39590 ;-94.07849 ; 23.92790 ; 24.11290 ;-1.401.20000 ;-30.61290 ; 6.83330 ; 0.8858 ;
0.9978;0.9846;0.9971; 42.7914 ;0.9965; 28.4882 ;0.958; 19.30840 ;-8.73960 ; 64.43350 ; 19.30970 ; 23.43520 ; 22.12450 ;-398.68543 ; 17.52280 ; 17.69080 ;-2.882.80000 ;-61.07850 ; 5.61110 ; 0.7274 ;
0.992;0.9753;0.9496; 21.5983 ;0.9459; 18.1771 ;0.9134; 16.35590 ;-11.88990 ; 57.40700 ; 16.36910 ; 20.48550 ; 18.98280 ;-821.86476 ; 14.56780 ; 14.75350 ;-4.245.20000 ;-91.68550 ; 5.81080 ; 0.7533 ;
0.9882;0.9317;1; 43.4136 ;0.9582; 25.1345 ;0.8902; 13.33610 ;-17.55930 ; 48.20330 ; 13.33950 ; 17.46410 ; 16.16390 ;-1.572.86106 ; 11.54930 ; 11.72030 ;-5.341.40000 ;-118.73260 ; 4.94590 ; 0.6411 ;
0.986;0.9832;1; 22.2463 ;10.221; 17.2075 ;0.9149; 25.77290 ;-8.59440 ; 22.60380 ; 26.53450 ; 29.99310 ; 28.12910 ;-100.03923 ; 24.08970 ; 25.00490 ;-1.632.30000 ;-39.67490 ; 6.54050 ; 0.8478 ;
0.9687;0.9683;1; 17.9702 ;0.8809; 12.1977 ;0.9138; 21.58730 ;-9.04680 ; 23.65900 ; 21.98280 ; 25.80940 ; 24.51510 ;-229.91662 ; 19.90380 ; 20.55440 ;-3.081.60000 ;-52.95280 ; 4.61110 ; 0.5977 ;
0.9507;0.9391;1; 16.4199 ;10.030; 11.8211 ;0.8539; 19.80560 ;-17.13220 ; 18.84770 ; 20.43710 ; 24.03000 ; 21.94140 ;-415.85350 ; 18.11370 ; 19.16450 ;-2.878.20000 ;-77.70360 ; 6.00000 ; 0.7778 ;
0.8493;0.8597;0.665; 12.1022 ;0.7234; 6.3408 ;0.7625; 15.57590 ;-16.54660 ; 21.84470 ; 15.82420 ; 19.80030 ; 18.49600 ;-919.34890 ; 13.88400 ; 14.53420 ;-5.715.40000 ;-105.87530 ; 3.71430 ; 0.4815 ;
0.983;0.9853;0.7207; 33.5102 ;0.5812; 31.5583 ;0.7999; 34.85240 ;-2.80220 ; 5.03410 ; 39.97570 ; 34.84320 ; 30.07470 ;-63.91611 ; 26.40920 ; 40.70200 ;-232.70000 ;-5.84930 ; 5.54550 ; 0.7189 ;
0.9682;0.9716;0.611; 28.9838 ;0.4876; 28.9006 ;0.7369; 31.78060 ;-4.00090 ; 4.03390 ; 36.20420 ; 31.79360 ; 27.02470 ;-129.00613 ; 23.34300 ; 37.55360 ;-335.40000 ;-8.39610 ; 4.90910 ; 0.6364 ;
0.945;0.948;0.5008; 24.9654 ;0.3995; 26.1182 ;0.6651; 28.79820 ;-5.56390 ; 3.19090 ; 32.62650 ; 28.82990 ; 24.05510 ;-255.60560 ; 20.37060 ; 34.49090 ;-487.10000 ;-11.91520 ; 4.81820 ; 0.6246 ;
0.9085;0.9048;0.3979; 21.1341 ;0.3170; 23.3981 ;0.5797; 25.79350 ;-7.55380 ; 2.48310 ; 29.12030 ; 25.81160 ; 21.06070 ;-509.34302 ; 17.34950 ; 31.50300 ;-727.30000 ;-16.61230 ; 4.00000 ; 0.5185 ;
0.9953;0.9955;0.8887; 42.5685 ;0.7592; 35.9851 ;0.8945; 40.72270 ;-1.94290 ; 7.46580 ; 47.25250 ; 40.76250 ; 30.27240 ;-61.07175 ; 32.43220 ; 46.57120 ;-158.10000 ;-2.97060 ; 6.09090 ; 0.7896 ;
0.991;0.9919;0.8149; 38.2659 ;0.6708; 33.7761 ;0.8502; 37.73470 ;-3.13980 ; 6.15890 ; 43.47360 ; 37.77850 ; 27.24190 ;-122.71294 ; 29.38230 ; 43.51930 ;-229.40000 ;-4.26570 ; 6.00000 ; 0.7778 ;
0.9829;0.985;0.7188; 33.4118 ;0.5798; 31.2529 ;0.7994; 34.78230 ;-4.85840 ; 5.01090 ; 39.84720 ; 34.81930 ; 24.28980 ;-242.15886 ; 26.38680 ; 40.43990 ;-337.50000 ;-6.03350 ; 5.33330 ; 0.6914 ;
0.9682;0.9711;0.6093; 28.9569 ;0.4879; 28.5042 ;0.7373; 31.76850 ;-7.43680 ; 4.02030 ; 36.11610 ; 31.82340 ; 21.30160 ;-481.85943 ; 23.37320 ; 37.32490 ;-511.20000 ;-8.51750 ; 5.05880 ; 0.6558 ;
0.9647;0.9463;0.5466; 23.4602 ;0.5603; 23.5491 ;0.8042; 29.95480 ;-4.91330 ; 3.55520 ; 32.41960 ; 34.84090 ; 30.07020 ;-63.98238 ; 26.40980 ; 32.22730 ;-460.80000 ;-12.11770 ; 4.65630 ; 0.6036 ;
0.9358;0.9035;0.4383; 19.8966 ;0.4561; 20.5909 ;0.7422; 26.95060 ;-6.93640 ; 2.76480 ; 28.98970 ; 31.83900 ; 27.03840 ;-128.59982 ; 23.38940 ; 29.21590 ;-656.90000 ;-17.14310 ; 4.08820 ; 0.5300 ;
0.8899;0.8345;0.3391; 16.5260 ;0.3523; 17.3749 ;0.6698; 23.90190 ;-9.76030 ; 2.10200 ; 25.61910 ; 28.80230 ; 24.04690 ;-256.08867 ; 20.34420 ; 26.15840 ;-940.80000 ;-23.99160 ; 3.38240 ; 0.4385 ;
0.8221;0.7402;0.2568; 13.1763 ;0.2632; 14.2506 ;0.5846; 20.89760 ;-13.11880 ; 1.57580 ; 22.38230 ; 25.80110 ; 21.07410 ;-507.77388 ; 17.33980 ; 23.18570 ;-1.360.40000 ;-33.64650 ; 2.82350 ; 0.3660 ;
0.997;0.9987;0.9144; 34.9174 ;0.6368; 38.8992 ;0.9364; 39.62200 ;-2.35290 ; 9.97060 ; 53.70250 ; 34.46500 ; 29.86660 ;-67.05333 ; 26.03130 ; 51.73050 ;-139.40000 ;-4.00480 ; 6.27270 ; 0.8131 ;
0.9943;0.9982;0.8612; 34.3522 ;0.5504; 36.1869 ;0.8945; 36.64580 ;-3.39630 ; 8.44800 ; 48.96000 ; 31.52610 ; 26.92840 ;-131.89865 ; 23.07580 ; 47.89160 ;-214.80000 ;-5.64280 ; 5.72730 ; 0.7424 ;
0.9888;0.997;0.7817; 33.9756 ;0.4585; 32.1471 ;0.8224; 33.38950 ;-4.93970 ; 6.91260 ; 43.16420 ; 28.42350 ; 23.83630 ;-268.81306 ; 19.96400 ; 43.00340 ;-357.00000 ;-8.24700 ; 5.45160 ; 0.7067 ;
0.9795;0.9944;0.6835; 31.2656 ;0.3769; 27.5105 ;0.7217; 30.20420 ;-6.87160 ; 5.53990 ; 37.55420 ; 25.55790 ; 20.98640 ;-518.13194 ; 17.09500 ; 37.73030 ;-598.30000 ;-12.13620 ; 4.50000 ; 0.5833 ;
0.9884;0.9946;0.8532; 37.9897 ;0.5858; 35.9953 ;0.798; 39.32310 ;-2.15760 ; 6.81180 ; 47.67460 ; 34.78280 ; 30.01310 ;-64.82915 ; 26.35210 ; 46.69370 ;-157.40000 ;-3.34800 ; 6.45160 ; 0.8363 ;
0.9697;0.9854;0.7049; 32.9254 ;0.4458; 32.2767 ;0.6901; 34.40190 ;-3.93690 ; 4.90430 ; 41.64690 ; 29.81010 ; 25.04090 ;-203.69969 ; 21.35430 ; 41.65960 ;-299.20000 ;-5.94950 ; 5.78790 ; 0.7503 ;
0.9293;0.9578;0.5229; 25.9352 ;0.3222; 27.6728 ;0.5473; 29.36430 ;-6.75350 ; 3.36840 ; 35.38100 ; 24.81520 ; 20.07090 ;-639.72064 ; 16.35170 ; 36.33110 ;-627.60000 ;-10.64480 ; 4.81250 ; 0.6238 ;
0.8508;0.8823;0.3438; 18.8325 ;0.2151; 21.0286 ;0.3688; 24.07320 ;-11.78650 ; 2.13630 ; 28.62410 ; 19.82790 ; 15.11660 ;-2.001.79851 ; 11.36240 ; 29.54250 ;-1.534.80000 ;-20.54530 ; 3.73530 ; 0.4842 ;
0.986;0.9861;0.7276; 28.6350 ;0.6359; 30.5936 ;0.8424; 34.57740 ;-4.03070 ; 5.31340 ; 39.06440 ; 34.62010 ; 29.71070 ;-69.50409 ; 26.15380 ; 39.91330 ;-305.90000 ;-8.16630 ; 4.87880 ; 0.6324 ;
0.9745;0.9746;0.6141; 25.5410 ;0.5152; 27.5236 ;0.7688; 31.64480 ;-6.01180 ; 4.11700 ; 35.72970 ; 31.74210 ; 26.70410 ;-138.88980 ; 23.27480 ; 36.59420 ;-426.80000 ;-10.56680 ; 4.81820 ; 0.6246 ;
0.9525;0.9518;0.4939; 21.5900 ;0.4049; 23.9181 ;0.6794; 28.58830 ;-8.63470 ; 3.16660 ; 32.07280 ; 28.72880 ; 23.61130 ;-283.10684 ; 20.26090 ; 32.77470 ;-624.30000 ;-14.85370 ; 4.15150 ; 0.5382 ;
0.9161;0.9125;0.3872; 18.1680 ;0.3081; 20.3475 ;0.5824; 25.50180 ;-11.69860 ; 2.42330 ; 28.37660 ; 25.77780 ; 20.68230 ;-555.71275 ; 17.31050 ; 28.86910 ;-900.50000 ;-21.35680 ; 3.73530 ; 0.4842 ;
0.9842;0.9799;0.6644; 28.4666 ;0.6041; 22.9241 ;0.8281; 32.32200 ;-4.31180 ; 4.66140 ; 34.79950 ; 35.32600 ; 30.31920 ;-60.41717 ; 26.87080 ; 32.12730 ;-461.80000 ;-10.58140 ; 5.36360 ; 0.6953 ;
0.9642;0.9552;0.5263; 22.8486 ;0.4983; 18.7982 ;0.7665; 28.14270 ;-7.78630 ; 3.47120 ; 30.01930 ; 31.37440 ; 27.06960 ;-127.67926 ; 22.91290 ; 27.55260 ;-883.20000 ;-19.63270 ; 4.20590 ; 0.5452 ;
0.9373;0.9247;0.4419; 18.5279 ;0.4124; 14.7829 ;0.7084; 24.51030 ;-11.10810 ; 2.85260 ; 25.82820 ; 28.04930 ; 23.71230 ;-276.59884 ; 19.51500 ; 23.13750 ;-1.418.80000 ;-27.91430 ; 3.66670 ; 0.4753 ;
0.8979;0.8822;0.3378; 14.9401 ;0.3214; 11.5421 ;0.6025; 21.35050 ;-14.76560 ; 2.17790 ; 22.35790 ; 25.19040 ; 21.45550 ;-465.08289 ; 16.76440 ; 19.90960 ;-1.667.60000 ;-44.87530 ; 2.73530 ; 0.3546 ;
0.9954;0.9946;0.7896; 30.0349 ;0.7515; 26.7613 ;0.9435; 32.96110 ;-2.74370 ; 8.71080 ; 36.64530 ; 35.64160 ; 34.37260 ;-23.75857 ; 27.20560 ; 35.70200 ;-205.60000 ;-8.88250 ; 5.75760 ; 0.7464 ;
0.9831;0.9792;0.5998; 22.3472 ;0.6165; 21.6946 ;0.8718; 27.68910 ;-4.85360 ; 5.69300 ; 30.14400 ; 31.32550 ; 30.04900 ;-64.29547 ; 22.86950 ; 29.97660 ;-371.10000 ;-15.34070 ; 4.67650 ; 0.6062 ;
0.9362;0.909;0.3643; 15.5408 ;0.4423; 15.9024 ;0.728; 22.71600 ;-7.53450 ; 3.17290 ; 24.09220 ; 27.51900 ; 26.23340 ;-154.78909 ; 19.05640 ; 24.01980 ;-665.60000 ;-24.34850 ; 3.64710 ; 0.4728 ;
0.7723;0.6909;0.1305; 10.3045 ;0.2014; 9.6092 ;0.4287; 18.46480 ;-10.45760 ; 1.10610 ; 19.19870 ; 23.95870 ; 22.65630 ;-352.73647 ; 15.49090 ; 18.59680 ;-1.108.40000 ;-37.97260 ; 2.66670 ; 0.3457 ;
0.9913;0.9886;0.6642; 31.8444 ;0.6887; 29.5111 ;0.8686; 35.27860 ;-2.70790 ; 4.98480 ; 39.97130 ; 37.76250 ; 34.79450 ;-21.55909 ; 29.36490 ; 38.80300 ;-224.70000 ;-5.73390 ; 6.23530 ; 0.8083 ;
0.9801;0.9736;0.5112; 25.5608 ;0.5794; 25.0896 ;0.815; 31.05730 ;-4.46380 ; 3.62100 ; 34.36800 ; 34.12840 ; 31.44960 ;-46.57151 ; 25.68930 ; 33.94390 ;-370.10000 ;-8.97940 ; 5.50000 ; 0.7130 ;
0.9498;0.9324;0.3352; 19.1582 ;0.4414; 19.6903 ;0.7129; 26.11660 ;-7.69620 ; 2.32850 ; 28.20330 ; 30.01570 ; 27.58710 ;-113.33665 ; 21.55930 ; 28.32390 ;-648.20000 ;-17.07880 ; 3.96880 ; 0.5145 ;
0.8369;0.7892;0.1727; 12.1235 ;0.2755; 10.7256 ;0.5132; 20.22290 ;-13.46910 ; 1.23080 ; 21.07920 ; 25.06440 ; 22.66060 ;-352.38739 ; 16.59920 ; 19.49780 ;-1.283.90000 ;-51.75030 ; 2.41180 ; 0.3126 ;
0.9947;0.995;0.7925; 37.4507 ;0.6895; 33.8736 ;0.8932; 38.93850 ;-2.94660 ; 6.18980 ; 46.86410 ; 36.98570 ; 33.80700 ;-27.06328 ; 28.58010 ; 44.82560 ;-198.20000 ;-3.81680 ; 6.17650 ; 0.8007 ;
0.9846;0.9827;0.5615; 27.9268 ;0.5613; 28.1882 ;0.8245; 32.57590 ;-4.92780 ; 3.76960 ; 38.04060 ; 33.47160 ; 30.38620 ;-59.49225 ; 25.02870 ; 37.24030 ;-354.70000 ;-7.80480 ; 5.00000 ; 0.6481 ;
0.9457;0.9284;0.3078; 19.4788 ;0.3742; 19.8674 ;0.6859; 25.78290 ;-9.76360 ; 1.93530 ; 28.16570 ; 29.37740 ; 26.11640 ;-159.01583 ; 20.90990 ; 28.54640 ;-752.90000 ;-15.44670 ; 3.64710 ; 0.4728 ;
0.8863;0.8469;0.1832; 14.6949 ;0.2473; 14.1396 ;0.5495; 21.70770 ;-14.92610 ; 1.13990 ; 23.01450 ; 26.33100 ; 22.85610 ;-336.87622 ; 17.85720 ; 23.03090 ;-1.344.50000 ;-28.08400 ; 2.24240 ; 0.2907 ;
0.9807;0.9707;0.4624; 27.0767 ;0.5287; 27.2931 ;0.7981; 29.93800 ;-5.06670 ; 3.13620 ; 33.52770 ; 32.34730 ; 29.96490 ;-65.55267 ; 23.89750 ; 35.16440 ;-381.10000 ;-10.41830 ; 4.82350 ; 0.6253 ;
0.945;0.9151;0.2849; 18.8336 ;0.3867; 20.4608 ;0.693; 25.38220 ;-7.61430 ; 1.88250 ; 27.39810 ; 29.43750 ; 27.08880 ;-127.11604 ; 20.98130 ; 28.62860 ;-633.20000 ;-17.90380 ; 3.59380 ; 0.4659 ;
0.8658;0.7984;0.1317; 13.4113 ;0.2332; 13.7840 ;0.5406; 21.07030 ;-10.42990 ; 0.89040 ; 22.17740 ; 26.12350 ; 24.03770 ;-256.63174 ; 17.66010 ; 22.29400 ;-1.024.00000 ;-33.63240 ; 2.00000 ; 0.2593 ;
0.6631;0.5826;0.0467; 8.8411 ;0.1135; 7.0918 ;0.2858; 17.69320 ;-14.87010 ; 0.33930 ; 18.32530 ; 23.00070 ; 20.93190 ;-524.67499 ; 14.53570 ; 16.92190 ;-1.713.10000 ;-63.53190 ; 0.31250 ; 0.0405 ;
0.9767;0.9684;0.755; 21.6529 ;0.7537; 32.3033 ;0.8507; 28.75900 ;-3.88910 ; 9.58290 ; 30.54820 ; 32.11280 ; 30.71060 ;-55.21033 ; 23.66300 ; 37.70450 ;-303.20000 ;-18.61460 ; 4.48480 ; 0.5814 ;
0.95;0.9339;0.5317; 17.6496 ;0.5586; 31.2841 ;0.7553; 25.32800 ;-6.38070 ; 5.30620 ; 27.22220 ; 28.35180 ; 27.02050 ;-129.13095 ; 19.89220 ; 34.53310 ;-507.20000 ;-23.79950 ; 3.73530 ; 0.4842 ;
0.9178;0.8874;0.3343; 15.1159 ;0.3816; 21.7226 ;0.6458; 22.67340 ;-10.05580 ; 2.34890 ; 24.28700 ; 26.17430 ; 23.74950 ;-274.23972 ; 17.71150 ; 29.50600 ;-883.70000 ;-30.46200 ; 2.88240 ; 0.3736 ;
0.7396;0.654;0.193; 8.8378 ;0.2644; 9.3928 ;0.4622; 16.43350 ;-12.56440 ; 2.10430 ; 17.13240 ; 22.30240 ; 21.00260 ;-516.20281 ; 13.83720 ; 18.47220 ;-1.456.10000 ;-55.83610 ; 2.32350 ; 0.3012 ;
0.9518;0.9244;0.5786; 23.2860 ;0.5172; 23.5721 ;0.7512; 27.85650 ;-4.80100 ; 4.52560 ; 29.84380 ; 31.40480 ; 29.93060 ;-66.07244 ; 22.95570 ; 31.26830 ;-414.30000 ;-16.33090 ; 4.20590 ; 0.5452 ;
0.8836;0.8156;0.3158; 15.4247 ;0.3186; 15.4468 ;0.644; 23.50910 ;-7.38690 ; 2.00550 ; 24.88370 ; 28.56240 ; 27.13270 ;-125.83758 ; 20.10460 ; 24.61150 ;-685.80000 ;-27.13860 ; 3.69700 ; 0.4792 ;
0.8119;0.7122;0.2443; 11.0646 ;0.2641; 11.9579 ;0.5672; 20.04740 ;-9.63780 ; 1.54510 ; 21.07120 ; 25.43860 ; 24.04840 ;-256.00023 ; 16.97520 ; 21.39120 ;-1.104.00000 ;-42.13530 ; 2.66670 ; 0.3457 ;
0.6941;0.5489;0.1679; 8.3102 ;0.1512; 8.7580 ;0.4144; 17.39740 ;-12.62920 ; 1.04840 ; 18.33360 ; 22.57550 ; 21.23920 ;-488.83282 ; 14.10980 ; 17.97390 ;-1.406.70000 ;-54.84580 ; 2.50000 ; 0.3241 ;
0.9907;0.9879;0.8006; 22.5142 ;0.8803; 24.9541 ;0.9771; 29.62780 ;-3.08940 ; 55.45150 ; 31.55150 ; 33.18210 ; 31.84410 ;-42.52755 ; 24.71600 ; 33.37740 ;-361.90000 ;-17.43480 ; 6.36360 ; 0.8249 ;
0.9706;0.9609;0.6775; 17.2508 ;0.7936; 17.5608 ;0.9436; 25.46000 ;-5.03040 ; 44.21090 ; 26.66270 ; 29.99480 ; 28.56270 ;-90.53372 ; 21.53010 ; 26.98300 ;-614.30000 ;-31.85780 ; 5.94120 ; 0.7702 ;
0.9515;0.9363;0.6008; 14.7419 ;0.7350; 14.1962 ;0.9156; 23.12160 ;-6.35880 ; 35.79310 ; 24.05060 ; 28.13340 ; 26.53750 ;-144.32128 ; 19.66830 ; 24.09230 ;-824.30000 ;-42.30570 ; 5.36360 ; 0.6953 ;
0.9227;0.9127;0.5402; 12.4214 ;0.6800; 11.1883 ;0.8878; 21.61070 ;-7.40510 ; 30.08190 ; 22.36880 ; 26.68940 ; 25.05140 ;-203.20779 ; 18.22300 ; 21.33750 ;-1.025.20000 ;-60.23410 ; 4.12120 ; 0.5342 ;
0.8881;0.9175;0.7524; 10.8701 ;0.8203; 8.7021 ;0.9043; 21.20200 ;-7.91300 ; 56.45470 ; 21.60890 ; 26.11040 ; 24.34570 ;-239.06190 ; 17.64460 ; 18.92950 ;-1.497.60000 ;-91.30010 ; 3.21880 ; 0.4173 ;
0.9298;0.9522;0.8516; 10.8150 ;0.8984; 9.4480 ;0.9469; 22.27730 ;-7.51160 ; 65.53070 ; 22.62250 ; 27.08210 ; 25.00060 ;-205.59870 ; 18.61150 ; 19.64700 ;-1.431.90000 ;-101.67560 ; 3.48480 ; 0.4517 ;
0.9572;0.9741;0.9225; 10.6417 ;0.9458; 9.9190 ;0.9734; 23.39930 ;-7.48950 ; 71.16560 ; 23.66430 ; 28.03640 ; 25.22640 ;-195.18227 ; 19.56270 ; 20.39380 ;-1.542.10000 ;-118.43390 ; 3.68750 ; 0.4780 ;
0.969;0.9852;0.9566; 11.4405 ;0.9722; 10.7545 ;0.9855; 24.77020 ;-6.77880 ; 73.70110 ; 24.94590 ; 29.17670 ; 25.83890 ;-169.50806 ; 20.73470 ; 21.35640 ;-1.724.50000 ;-113.12600 ; 4.21210 ; 0.5460 ;
0.9994;0.9951;0.998; 617.9932 ;0.9980; 27.5123 ;0.9876; 25.32760 ;-4.67520 ; 71.89700 ; 25.33480 ; 29.44830 ; 28.13810 ;-99.83214 ; 20.99610 ; 21.16500 ;-1.100.30000 ;-33.65280 ; 6.60610 ; 0.8563 ;
0.9966;0.9793;0.9943; 39.1824 ;0.9949; 25.7577 ;0.9745; 19.33060 ;-10.92720 ; 42.06130 ; 19.33220 ; 23.45760 ; 22.18020 ;-393.60478 ; 14.99750 ; 15.16550 ;-1.905.30000 ;-66.74120 ; 6.36360 ; 0.8249 ;
0.9953;0.9714;0.9864; 40.7609 ;0.9891; 21.9521 ;0.9662; 15.79930 ;-12.65340 ; 68.09210 ; 15.80170 ; 19.92680 ; 18.60490 ;-896.58271 ; 11.46460 ; 11.63390 ;-3.612.70000 ;-100.93770 ; 5.69700 ; 0.7385 ;
0.9813;0.9079;1; 34.3617 ;0.8992; 21.8383 ;0.9006; 13.45040 ;-19.32570 ; 29.85680 ; 13.46150 ; 17.58130 ; 16.35490 ;-1.505.18666 ; 9.11540 ; 9.29200 ;-3.427.10000 ;-128.71660 ; 5.39390 ; 0.6992 ;
0.9866;0.9862;1; 18.5245 ;10.621; 14.3692 ;0.9764; 27.02030 ;-10.09840 ; 19.87420 ; 27.91870 ; 31.66730 ; 29.45920 ;-73.64790 ; 23.20420 ; 23.90230 ;-1.129.60000 ;-26.19760 ; 6.75000 ; 0.8750 ;
0.9676;0.9699;1; 16.4187 ;0.8760; 12.1578 ;0.9499; 24.78160 ;-9.79800 ; 19.69620 ; 25.44220 ; 29.43090 ; 27.14150 ;-125.58286 ; 20.96930 ; 21.68540 ;-1.342.10000 ;-33.86510 ; 5.03030 ; 0.6521 ;
0.9505;0.9494;1; 11.4884 ;10.612; 8.2418 ;0.931; 20.45580 ;-16.46230 ; 14.75030 ; 21.03140 ; 25.08360 ; 23.14350 ;-315.30464 ; 16.62200 ; 17.31730 ;-2.513.50000 ;-54.56420 ; 6.58820 ; 0.8540 ;
0.8428;0.8629;0.6492; 10.2483 ;0.7126; 6.3479 ;0.7833; 18.76690 ;-16.89720 ; 17.89950 ; 19.14970 ; 23.42190 ; 21.12290 ;-502.10016 ; 14.95000 ; 15.66500 ;-2.504.80000 ;-67.73010 ; 4.03030 ; 0.5224 ;
0.9905;0.99;0.7562; 39.8243 ;0.6328; 35.2897 ;0.9216; 34.84920 ;-1.57510 ; 8.25100 ; 41.55630 ; 34.93800 ; 30.17230 ;-62.49573 ; 28.31130 ; 41.97870 ;-315.40000 ;-6.00000 ; 5.68750 ; 0.7373 ;
0.9821;0.9812;0.6548; 35.1987 ;0.5454; 32.6897 ;0.878; 31.85730 ;-2.51340 ; 6.81240 ; 37.69190 ; 31.91310 ; 27.13530 ;-125.76227 ; 25.26940 ; 38.93890 ;-448.30000 ;-8.30910 ; 5.00000 ; 0.6481 ;
0.9673;0.964;0.5468; 30.8292 ;0.4598; 29.8546 ;0.8212; 28.84530 ;-3.73730 ; 5.51920 ; 33.78490 ; 28.96890 ; 24.16710 ;-249.09807 ; 22.32020 ; 35.67790 ;-633.10000 ;-11.96410 ; 4.32260 ; 0.5603 ;
0.944;0.9364;0.4442; 27.0317 ;0.3765; 26.8208 ;0.7481; 25.89920 ;-5.60110 ; 4.40250 ; 30.10040 ; 26.02750 ; 21.20750 ;-492.41396 ; 19.37280 ; 32.54310 ;-891.60000 ;-16.48720 ; 4.16130 ; 0.5394 ;
0.9974;0.9969;0.9005; 47.6576 ;0.7920; 38.5289 ;0.9707; 40.44850 ;-1.15540 ; 11.42000 ; 48.63870 ; 40.70330 ; 30.35200 ;-59.96259 ; 34.18250 ; 46.97870 ;-231.70000 ;-3.04090 ; 6.21880 ; 0.8061 ;
